source_AGI,target_AGI,type,n_mentions,pubmedID,source_symbol,target_symbol
AT1G66430,AT2G15970,GRN_represses,1,30158496,,COR413PM1
AT2G34600,AT5G46910,GRN_regulates,1,33643367,TIFY 5B,
AT1G08970,AT2G40170,GRN_regulates,1,28924726,NFYC9,EM6
AT1G08970,AT3G51810,GRN_regulates,1,28924726,NFYC9,EM1
AT1G08970,AT5G52300,GRN_regulates,1,28924726,NFYC9,LTI65
AT1G13260,AT3G51810,GRN_activates,1,23717657,RAV1,EM1
AT1G13260,AT2G40170,GRN_activates,1,23717657,RAV1,EM6
AT1G13260,AT5G66400,GRN_activates,1,23717657,RAV1,RAB18
AT1G13260,AT1G18100,GRN_activates,1,23717657,RAV1,MFT
AT2G14610,AT1G22810,GRN_activates,1,32725756,PR1,ERF019
AT5G24770,AT1G22810,GRN_activates,1,32725756,VSP2,ERF019
AT3G45140,AT1G22810,GRN_activates,1,32725756,LOX2,ERF019
AT5G51070,AT5G23060,GRN_represses,1,30444888,CLPD,CAS
AT2G41225,AT2G42610,GRN_represses,1,36650214,,LSH10
AT2G36270,AT2G42610,GRN_represses,1,36650214,ABI5,LSH10
AT4G18480,AT4G31780,GRN_represses,1,24966866,CHLI1,MGD1
AT3G23250,AT2G37040,GRN_activates,1,33042196,MYB15,PAL1
AT3G23250,AT1G51680,GRN_activates,1,33042196,MYB15,4CL1
AT3G23250,AT4G34050,GRN_activates,1,33042196,MYB15,CCoAOMT1
AT3G23250,AT5G54160,GRN_activates,1,33042196,MYB15,OMT1
AT3G23250,AT4G34230,GRN_activates,1,33042196,MYB15,CAD5
AT4G15610,AT3G23250,GRN_activates,1,33042196,,MYB15
AT2G46830,AT5G28770,GRN_activates,1,30078562,CCA1,BZIP63
AT2G28900,AT1G65450,GRN_regulates,1,23882272,OEP161,
AT1G15330,AT2G21045,GRN_regulates,1,23882272,PV42A,HAC1
AT1G80090,AT2G21045,GRN_regulates,1,23882272,PV42B,HAC1
AT4G09610,AT2G21045,GRN_regulates,1,23882272,GASA2,HAC1
AT4G36110,AT1G19850,GRN_represses,1,29258424,,ARF5
AT4G36110,AT3G59060,GRN_regulates,1,29258424,,PIF5
AT2G21220,AT3G59060,GRN_regulates,1,29258424,,PIF5
AT4G38860,AT3G59060,GRN_regulates,1,29258424,,PIF5
AT4G34760,AT3G59060,GRN_regulates,1,29258424,SAUR50,PIF5
AT1G75580,AT3G59060,GRN_regulates,1,29258424,,PIF5
AT1G65690,AT1G45249,GRN_regulates,1,26849212,NHL6,ABF2
AT1G22400,AT5G05860,GRN_represses,1,27602043,UGT85A1,UGT76C2
AT2G19500,AT1G22400,GRN_regulates,1,27602043,CKX2,UGT85A1
AT4G14130,AT3G59060,GRN_regulates,1,32392219,XTH15,PIF5
AT3G07650,AT2G45660,GRN_represses,1,24492654,COL9,SOC1
AT2G46830,AT2G18550,GRN_regulates,1,30886204,CCA1,ATHB-21
AT5G24470,AT5G66400,GRN_activates,1,34152411,APRR5,RAB18
AT2G36270,AT5G24470,GRN_regulates,1,34152411,ABI5,APRR5
AT2G46830,AT5G37260,GRN_represses,1,32607464,CCA1,RVE2
AT2G46830,AT3G20810,GRN_represses,1,32607464,CCA1,JMJ30
AT3G54610,AT2G33810,GRN_regulates,1,33922251,HAG1,SPL3
AT3G54610,AT2G42200,GRN_regulates,1,33922251,HAG1,SPL9
AT3G54610,AT1G29920,GRN_regulates,1,33922251,HAG1,LHCB1.1
AT3G54610,AT1G67090,GRN_regulates,1,33922251,HAG1,RBCS-1A
AT3G54610,AT1G62300,GRN_activates,1,33562796,HAG1,WRKY6
AT1G32640,AT3G54610,GRN_represses,1,32396165,MYC2,HAG1
AT5G54250,AT3G54610,GRN_represses,1,32396165,CNGC4,HAG1
AT2G38470,AT3G54610,GRN_represses,1,32396165,WRKY33,HAG1
AT2G36270,AT5G51110,GRN_represses,1,37122016,ABI5,ATP1
AT2G36270,AT5G20720,GRN_represses,1,37122016,ABI5,CPN20
AT5G52310,AT2G36270,GRN_represses,1,37122016,RD29A,ABI5
AT5G63870,AT2G30520,GRN_regulates,1,22589732,PP7,RPT2
AT5G63870,AT1G09540,GRN_regulates,1,22589732,PP7,MYB61
AT3G16240,AT3G55990,GRN_represses,1,19061521,TIP2-1,ESK1
AT1G25560,AT1G69120,GRN_represses,1,24424565,TEM1,AP1
AT2G28550,AT5G60910,GRN_activates,1,29422669,RAP2.7,AGL8
AT2G39250,AT5G60910,GRN_activates,1,29422669,SNZ,AGL8
AT1G69120,AT2G33810,GRN_regulates,1,19686687,AP1,SPL3
AT4G37490,AT4G16890,GRN_activates,1,24945150,CYCB1-1,SNC1
AT3G30775,AT1G75380,GRN_represses,1,33805821,POX1,BBD1
AT1G75380,AT1G32640,GRN_represses,1,33805821,BBD1,MYC2
AT2G38470,AT1G45145,GRN_regulates,1,26076231,WRKY33,TRX5
AT2G38470,AT4G37390,GRN_represses,1,26076231,WRKY33,YDK1
AT2G38470,AT2G23170,GRN_represses,1,26076231,WRKY33,GH3.3
AT2G38470,AT2G30750,GRN_activates,1,26076231,WRKY33,CYP71A12
AT3G24650,AT3G18520,GRN_activates,1,33995439,ABI3,HDA15
AT5G13180,AT5G52300,GRN_activates,1,27933076,NAC083,LTI65
AT1G69690,AT2G14610,GRN_activates,1,30154809,TCP15,PR1
AT1G69690,AT3G57260,GRN_activates,1,30154809,TCP15,BGL2
AT5G13080,AT1G75040,GRN_activates,1,31969890,WRKY75,PR5
AT3G50260,AT5G52310,GRN_represses,1,28510204,ERF011,RD29A
AT5G05410,AT5G25610,GRN_regulates,1,30093908,DREB2A,RD22
AT5G05410,AT1G01470,GRN_regulates,1,30093908,DREB2A,LEA14
AT1G64670,AT3G14440,GRN_regulates,1,26404089,BDG1,NCED3
AT5G10510,AT1G73590,GRN_regulates,1,29078398,AIL6,PIN1
AT2G47190,AT1G62710,GRN_regulates,1,35408924,ATMYB2,bVPE
AT2G47190,AT4G16190,GRN_activates,1,35408924,ATMYB2,RD19C
AT2G47190,AT1G47128,GRN_activates,1,35408924,ATMYB2,RD21A
AT3G23250,AT4G25490,GRN_regulates,1,31354770,MYB15,DREB1B
AT3G23250,AT4G25470,GRN_regulates,1,31354770,MYB15,DREB1C
AT2G42200,AT4G01060,GRN_regulates,1,36786225,SPL9,ETC3
AT2G42200,AT1G12610,GRN_regulates,1,36786225,SPL9,DREB1F
AT2G42200,AT5G62520,GRN_regulates,1,36786225,SPL9,SRO5
AT2G42200,AT3G15500,GRN_regulates,1,36786225,SPL9,NAC055
AT2G42200,AT5G01520,GRN_regulates,1,36786225,SPL9,AIRP2
AT2G42200,AT2G47190,GRN_regulates,1,36786225,SPL9,ATMYB2
AT2G42200,AT2G42530,GRN_regulates,1,36786225,SPL9,COR15B
AT2G42200,AT4G22880,GRN_represses,1,36786225,SPL9,LDOX
AT3G24650,AT4G25140,GRN_regulates,1,22730287,ABI3,OLEO1
AT3G24650,AT5G54740,GRN_regulates,1,22730287,ABI3,SESA5
AT3G24650,AT5G13790,GRN_regulates,1,22730287,ABI3,AGL15
AT3G24650,AT1G24260,GRN_regulates,1,22730287,ABI3,SEP3
AT3G24650,AT2G31980,GRN_regulates,1,22730287,ABI3,CYS2
AT5G39610,AT1G66390,GRN_regulates,1,24914054,NAC92,MYB90
AT2G46270,AT4G20860,GRN_regulates,1,38239967,GBF3,FAD-OXR
AT2G46270,AT5G59220,GRN_regulates,1,28831141,GBF3,SAG113
AT1G56170,AT1G77920,GRN_represses,1,34380420,NFYC2,TGA7
AT5G60910,AT2G45660,GRN_represses,1,34638672,AGL8,SOC1
AT4G18390,AT5G13930,GRN_activates,1,26596765,TCP2,CHS
AT2G41260,AT3G61850,GRN_activates,1,30367178,M17,DAG1
AT3G61850,AT5G66400,GRN_represses,1,30367178,DAG1,RAB18
AT3G61850,AT5G64750,GRN_represses,1,30367178,DAG1,ABR1
AT3G61850,AT1G80840,GRN_regulates,1,30367178,DAG1,WRKY40
AT3G61850,AT4G34760,GRN_represses,1,30367178,DAG1,SAUR50
AT3G61850,AT1G29440,GRN_represses,1,30367178,DAG1,SAUR63
AT3G61850,AT1G29460,GRN_represses,1,30367178,DAG1,
AT3G61850,AT1G29510,GRN_represses,1,30367178,DAG1,SAUR67
AT1G21970,AT1G67100,GRN_activates,1,38075399,NFYB9,LBD40
AT1G67100,AT3G24650,GRN_activates,1,38075399,LBD40,ABI3
AT5G24470,AT5G13790,GRN_activates,1,38075399,APRR5,AGL15
AT5G24470,AT1G67100,GRN_activates,1,38075399,APRR5,LBD40
AT5G64310,AT5G13790,GRN_represses,1,38075399,AGP1,AGL15
AT5G64310,AT1G67100,GRN_represses,1,38075399,AGP1,LBD40
AT1G67100,AT5G64310,GRN_represses,1,38075399,LBD40,AGP1
AT2G38470,AT1G66810,GRN_regulates,1,34030628,WRKY33,
AT1G33760,AT5G52310,GRN_regulates,1,31468026,ERF022,RD29A
AT5G10510,AT5G28640,GRN_regulates,1,34013313,AIL6,GIF1
AT5G10510,AT5G62230,GRN_regulates,1,34013313,AIL6,ERL1
AT5G10510,AT5G60200,GRN_regulates,1,34013313,AIL6,DOF5.3
AT1G77300,AT2G45660,GRN_represses,1,35806471,EFS,SOC1
AT1G22710,AT2G02860,GRN_regulates,1,22021573,SUC2,SUC3
AT5G47240,AT1G45145,GRN_represses,1,25436909,atnudt8,TRX5
AT5G47240,AT2G14610,GRN_represses,1,25436909,atnudt8,PR1
AT5G47240,AT4G16860,GRN_represses,1,25436909,atnudt8,RPP4
AT1G75540,AT5G13930,GRN_regulates,1,35555928,BBX21,CHS
AT1G75540,AT4G14690,GRN_regulates,1,35555928,BBX21,ELIP2
AT1G75540,AT3G51240,GRN_regulates,1,35555928,BBX21,F3H
AT2G36270,AT3G54340,GRN_activates,1,33830198,ABI5,AP3
AT3G59060,AT4G11910,GRN_regulates,1,33830198,PIF5,SGR2
AT3G59060,AT5G13170,GRN_regulates,1,33830198,PIF5,SWEET15
AT3G59060,AT3G15500,GRN_regulates,1,33830198,PIF5,NAC055
AT3G59060,AT4G25470,GRN_regulates,1,33830198,PIF5,DREB1C
AT3G59060,AT3G48100,GRN_regulates,1,33830198,PIF5,ARR5
AT5G67030,AT2G42540,GRN_activates,1,33101352,ZEP,COR15A
AT2G20570,AT2G36270,GRN_represses,1,34435636,GPRI1,ABI5
AT5G44190,AT2G36270,GRN_represses,1,34435636,GLK2,ABI5
AT5G64900,AT5G45900,GRN_activates,1,25667591,PEP1,ATG7
AT5G05690,AT3G19820,GRN_activates,1,29432595,CYP90A1,DIM
AT1G25560,AT2G41940,GRN_activates,1,31111642,TEM1,ZFP8
AT1G68840,AT2G41940,GRN_activates,1,31111642,RAV2,ZFP8
AT5G17220,AT5G42800,GRN_activates,1,25849296,GSTF12,DFRA
AT5G47770,AT4G17190,GRN_regulates,1,23145086,FPS1,FPS2
AT2G36270,AT1G64670,GRN_represses,1,26681322,ABI5,BDG1
AT2G36270,AT1G01610,GRN_represses,1,26681322,ABI5,GPAT4
AT2G36270,AT1G49430,GRN_represses,1,26681322,ABI5,LACS2
AT1G77300,AT4G27150,GRN_activates,1,22162868,EFS,AT2S2
AT1G77300,AT4G27160,GRN_activates,1,22162868,EFS,AT2S3
AT1G77300,AT1G30040,GRN_activates,1,22162868,EFS,GA2OX2
AT5G64900,AT5G57220,GRN_activates,1,35164659,PEP1,CYP81F2
AT5G64900,AT4G34050,GRN_activates,1,35164659,PEP1,CCoAOMT1
AT5G64900,AT5G54160,GRN_activates,1,35164659,PEP1,OMT1
AT3G24650,AT1G17810,GRN_activates,1,26019256,ABI3,TIP3-2
AT5G06760,AT3G24650,GRN_regulates,1,34451755,LEA46,ABI3
AT1G61660,AT2G45660,GRN_activates,1,28631168,BHLH112,SOC1
AT2G40750,AT2G38340,GRN_represses,1,33748654,WRKY54,DREB2E
AT4G25490,AT1G66350,GRN_regulates,1,31666956,DREB1B,RGL1
AT4G17460,AT5G42800,GRN_activates,1,30875369,HAT1,DFRA
AT4G17460,AT4G22880,GRN_activates,1,30875369,HAT1,LDOX
AT4G17460,AT1G56650,GRN_represses,1,30875369,HAT1,MYB75
AT1G70940,AT4G09960,GRN_represses,1,35245283,PIN3,STK
AT3G24650,AT2G32460,GRN_represses,1,36559585,ABI3,MYB101
AT4G25470,AT3G55990,GRN_regulates,1,20387039,DREB1C,ESK1
AT1G69530,AT1G19850,GRN_regulates,1,37073485,ATEXPA1,ARF5
AT1G69530,AT1G61110,GRN_represses,1,37073485,ATEXPA1,NAC025
AT2G46770,AT1G62990,GRN_regulates,1,35214825,NAC043,KNAT7
AT3G61910,AT1G62990,GRN_regulates,1,35214825,NAC066,KNAT7
AT1G52830,AT5G05410,GRN_activates,1,35050466,IAA6,DREB2A
AT3G15540,AT5G05410,GRN_activates,1,35050466,IAA19,DREB2A
AT1G66390,AT3G51240,GRN_regulates,1,35701743,MYB90,F3H
AT1G71030,AT1G66390,GRN_represses,1,35701743,ATMYBL2,MYB90
AT4G14400,AT3G52430,GRN_regulates,1,35937376,ACD6,PAD4
AT1G48630,AT4G22920,GRN_regulates,1,37376011,RACK1B,SGR1
AT5G03740,AT5G39610,GRN_represses,1,37072400,HDT3,NAC92
AT4G38130,AT5G39610,GRN_represses,1,37072400,HDA19,NAC92
AT5G03740,AT5G13080,GRN_represses,1,37072400,HDT3,WRKY75
AT4G38130,AT5G13080,GRN_represses,1,37072400,HDA19,WRKY75
AT1G67840,ATCG00350,GRN_regulates,1,26873738,CSK,PSAA
ATCG00720,AT1G67840,GRN_activates,1,31925322,PETB,CSK
ATCG00480,AT1G67840,GRN_represses,1,31925322,ATPB,CSK
AT3G49110,AT5G67030,GRN_activates,1,28421092,PER33,ZEP
AT2G35980,AT5G63580,GRN_activates,1,27398933,NHL10,FLS2
AT5G44030,AT5G17420,GRN_regulates,1,30627134,CESA4,CESA7
AT5G44030,AT4G18780,GRN_regulates,1,30627134,CESA4,CESA8
AT5G17420,AT4G18780,GRN_regulates,1,30627134,CESA7,CESA8
AT2G45660,AT2G21045,GRN_regulates,1,28740501,SOC1,HAC1
AT5G26920,AT1G73805,GRN_activates,1,23153277,CBP60G,SARD1
AT1G73805,AT5G26920,GRN_activates,1,23153277,SARD1,CBP60G
AT5G26920,AT2G31880,GRN_regulates,1,23153277,CBP60G,SOBIR1
AT1G73805,AT2G31880,GRN_regulates,1,23153277,SARD1,SOBIR1
AT5G26920,AT5G13320,GRN_regulates,1,37435612,CBP60G,PBS3
AT1G73805,AT5G13320,GRN_regulates,1,37435612,SARD1,PBS3
AT1G32640,AT2G24210,GRN_regulates,1,29757140,MYC2,TPS10
AT4G37390,AT5G37020,GRN_activates,1,34360673,YDK1,ARF8
AT1G26945,AT1G30330,GRN_activates,1,29114256,PRE6,ARF6
AT1G26945,AT5G20730,GRN_activates,1,29114256,PRE6,NPH4
AT4G30860,AT5G10510,GRN_activates,1,37685925,ASHR3,AIL6
AT4G30860,AT1G36060,GRN_activates,1,37685925,ASHR3,ERF055
AT5G14000,AT5G59780,GRN_regulates,1,37685925,anac084,MYB59
AT5G14000,AT2G44950,GRN_activates,1,37685925,anac084,HUB1
AT5G10510,AT5G14000,GRN_regulates,1,37685925,AIL6,anac084
AT5G04340,AT5G42650,GRN_activates,1,21854623,ZAT6,CYP74A
AT3G49620,AT5G42650,GRN_activates,1,21854623,DIN11,CYP74A
AT5G07010,AT5G42650,GRN_activates,1,21854623,SOT15,CYP74A
AT3G48360,AT5G42650,GRN_activates,1,21854623,BT2,CYP74A
AT5G13930,AT1G56650,GRN_activates,1,24987449,CHS,MYB75
ATCG00340,ATCG00350,GRN_activates,1,36307466,PSAB,PSAA
ATCG00270,ATCG00020,GRN_activates,1,36307466,PSBD,PSBA
AT5G37020,AT3G15540,GRN_regulates,1,33882794,ARF8,IAA19
AT5G37020,AT3G13890,GRN_regulates,1,33882794,ARF8,MYB26
AT4G23810,AT1G77300,GRN_represses,1,25374573,WRKY53,EFS
AT3G45140,AT1G29670,GRN_represses,1,31693306,LOX2,
AT3G12500,AT1G29670,GRN_represses,1,31693306,CHI-B,
AT5G45890,AT4G23810,GRN_regulates,1,28166280,SAG12,WRKY53
AT5G67030,AT4G16890,GRN_activates,1,30498229,ZEP,SNC1
AT3G52430,AT4G16890,GRN_represses,1,20368979,PAD4,SNC1
AT1G58602,AT2G46830,GRN_regulates,1,34353905,,CCA1
AT1G76930,AT1G26250,GRN_activates,1,26257758,ATEXT4,
AT4G26010,AT2G06850,GRN_regulates,1,35628189,,XTH4
AT5G39580,AT2G06850,GRN_regulates,1,35628189,PER62,XTH4
AT5G64100,AT2G06850,GRN_regulates,1,35628189,PER69,XTH4
AT1G33760,AT4G26200,GRN_represses,1,25534944,ERF022,ACS7
AT3G24650,AT1G33760,GRN_regulates,1,25534944,ABI3,ERF022
AT1G21970,AT1G75240,GRN_activates,1,38235196,NFYB9,ZHD5
AT5G13790,AT3G04730,GRN_regulates,1,32079138,AGL15,IAA16
AT1G19850,AT5G60200,GRN_regulates,1,32079138,ARF5,DOF5.3
AT1G19850,AT2G33880,GRN_regulates,1,32079138,ARF5,WOX9
AT1G21970,AT3G04730,GRN_regulates,1,32079138,NFYB9,IAA16
AT5G04950,AT1G27730,GRN_represses,1,36110357,NAS1,ZAT10
AT3G09600,AT2G46830,GRN_represses,1,23638299,RVE8,CCA1
AT4G22680,AT1G51680,GRN_activates,1,30873196,MYB85,4CL1
AT1G58340,AT1G67980,GRN_activates,1,37233717,DTX48,CCOAMT
AT1G58340,AT2G30750,GRN_activates,1,37233717,DTX48,CYP71A12
AT1G58340,AT2G29350,GRN_activates,1,37233717,DTX48,SAG13
AT1G58340,AT5G57220,GRN_activates,1,37233717,DTX48,CYP81F2
AT1G58340,AT3G28740,GRN_activates,1,37233717,DTX48,CYP81D11
AT1G58340,AT2G39030,GRN_activates,1,37233717,DTX48,NATA1
AT1G58340,AT1G72290,GRN_activates,1,37233717,DTX48,WSCP
AT1G58340,AT2G43510,GRN_activates,1,37233717,DTX48,ATTI1
AT1G58340,AT5G43580,GRN_activates,1,37233717,DTX48,
AT1G58340,AT3G57260,GRN_activates,1,37233717,DTX48,BGL2
AT1G58340,AT3G02040,GRN_activates,1,37233717,DTX48,GDPD1
AT2G13810,AT5G63580,GRN_regulates,1,33463678,ALD1,FLS2
AT2G36270,AT2G21650,GRN_represses,1,30566447,ABI5,RL2
AT5G52310,AT2G21650,GRN_represses,1,30566447,RD29A,RL2
AT3G51810,AT2G21650,GRN_represses,1,30566447,EM1,RL2
AT2G40170,AT2G21650,GRN_represses,1,30566447,EM6,RL2
AT5G66400,AT2G21650,GRN_represses,1,30566447,RAB18,RL2
AT2G21650,AT3G55990,GRN_activates,1,30566447,RL2,ESK1
AT2G21650,AT3G24650,GRN_regulates,1,30566447,RL2,ABI3
AT2G21650,AT5G52310,GRN_regulates,1,30566447,RL2,RD29A
AT2G21650,AT3G51810,GRN_regulates,1,30566447,RL2,EM1
AT2G21650,AT2G40170,GRN_regulates,1,30566447,RL2,EM6
AT2G21650,AT5G66400,GRN_regulates,1,30566447,RL2,RAB18
AT2G21650,AT1G45249,GRN_regulates,1,30566447,RL2,ABF2
AT2G20610,AT1G18570,GRN_activates,1,32082343,SUR1,MYB51
AT2G42200,AT5G60120,GRN_represses,1,19703400,SPL9,TOE2
AT1G64860,ATCG00020,GRN_regulates,1,31245709,SIGA,PSBA
AT1G64860,ATCG00270,GRN_regulates,1,31245709,SIGA,PSBD
AT1G64860,ATCG00680,GRN_regulates,1,31245709,SIGA,PSBB
AT1G64860,ATCG00700,GRN_regulates,1,31245709,SIGA,PSBN
AT1G64860,AT5G38420,GRN_regulates,1,31245709,SIGA,RBCS-2B
AT1G64860,AT2G05070,GRN_regulates,1,31245709,SIGA,LHCB2.2
AT1G30135,AT5G45890,GRN_represses,1,33143091,TIFY5A,SAG12
AT4G34410,AT1G17170,GRN_regulates,1,29686365,ERF109,GSTU24
AT4G34410,AT2G29420,GRN_activates,1,29686365,ERF109,GSTU7
AT4G34410,AT2G29440,GRN_activates,1,29686365,ERF109,GSTU6
AT3G19580,AT5G24800,GRN_activates,1,28184497,AZF2,BZIP9
AT2G46400,AT5G13320,GRN_regulates,1,23281970,WRKY46,PBS3
AT5G13080,AT3G01970,GRN_represses,1,30477211,WRKY75,WRKY45
AT5G22650,AT1G30040,GRN_represses,1,24904627,HDT2,GA2OX2
AT5G40780,AT2G20340,GRN_regulates,1,36679084,LHT1,ELI5
AT4G31700,AT5G10360,GRN_represses,1,38250458,RPS6A,RPS6B
AT3G48460,AT3G21720,GRN_regulates,1,28510842,,ICL
AT2G22770,AT1G66270,GRN_activates,1,34702318,NAI1,BGLU21
AT2G16060,AT2G14610,GRN_regulates,1,29059380,AHB1,PR1
AT4G39110,AT2G36270,GRN_represses,1,37563456,,ABI5
AT3G11630,AT2G30950,GRN_activates,1,30989223,BAS1,VAR2
AT5G20720,AT2G30950,GRN_activates,1,30989223,CPN20,VAR2
AT1G69120,AT3G24650,GRN_represses,1,30804960,AP1,ABI3
AT2G22770,AT2G39310,GRN_regulates,1,24653729,NAI1,JAL22
AT2G22770,AT3G16430,GRN_regulates,1,24653729,NAI1,PBP2
AT2G22770,AT1G54010,GRN_regulates,1,24653729,NAI1,GLL23
AT2G22770,AT5G23820,GRN_regulates,1,24653729,NAI1,ML3
AT5G17800,AT5G13930,GRN_regulates,1,29487277,MYB56,CHS
AT5G17800,AT5G08640,GRN_regulates,1,29487277,MYB56,FLS1
AT4G34410,AT5G42380,GRN_represses,1,35310669,ERF109,CML37
AT4G34410,AT2G44840,GRN_represses,1,35310669,ERF109,ERF13
AT4G34410,AT1G07000,GRN_represses,1,35310669,ERF109,ATEXO70B2
AT5G54270,AT1G80840,GRN_activates,1,35310669,LHCB3,WRKY40
AT1G07000,AT5G63580,GRN_regulates,1,35310669,ATEXO70B2,FLS2
AT1G75380,AT5G67030,GRN_activates,1,37050196,BBD1,ZEP
AT3G59060,AT5G20230,GRN_regulates,1,35022242,PIF5,BCB
AT5G52300,AT1G14520,GRN_activates,1,26091094,LTI65,MIOX1
AT1G70890,AT5G67030,GRN_activates,1,26512059,MLP43,ZEP
AT4G31780,AT1G15820,GRN_represses,1,31547010,MGD1,LHCB6
AT3G14230,AT3G02550,GRN_activates,1,32977426,RAP2-2,LBD41
AT3G14230,AT5G15120,GRN_activates,1,32977426,RAP2-2,PCO1
AT1G27360,AT4G34410,GRN_regulates,1,34698862,SPL11,ERF109
AT5G13080,AT2G45660,GRN_activates,1,32922809,WRKY75,SOC1
AT2G42200,AT4G25490,GRN_regulates,1,35109794,SPL9,DREB1B
AT4G25470,AT5G15960,GRN_regulates,1,35109794,DREB1C,KIN1
AT2G45660,AT2G42200,GRN_regulates,1,35109794,SOC1,SPL9
AT4G10050,AT4G37930,GRN_activates,1,37559087,,SHM1
AT4G10050,AT2G33810,GRN_activates,1,37559087,,SPL3
AT4G10050,AT2G42200,GRN_activates,1,37559087,,SPL9
AT5G13180,AT4G27410,GRN_activates,1,34045652,NAC083,RD26
AT2G38470,AT1G26380,GRN_regulates,1,31371717,WRKY33,FOX1
AT2G38470,AT5G59820,GRN_regulates,1,28207847,WRKY33,ZAT12
AT2G38470,AT2G23130,GRN_regulates,1,28207847,WRKY33,AGP17
AT5G05410,AT2G38470,GRN_represses,1,28207847,DREB2A,WRKY33
AT3G14890,AT2G38470,GRN_represses,1,28207847,ZDP,WRKY33
AT5G17860,AT2G38470,GRN_activates,1,28207847,CCX1,WRKY33
AT2G38470,AT5G13080,GRN_regulates,1,28207847,WRKY33,WRKY75
AT4G14400,AT1G75040,GRN_activates,1,35255815,ACD6,PR5
AT5G44870,AT1G77300,GRN_regulates,1,20949080,LAZ5,EFS
AT1G03790,AT1G36060,GRN_regulates,1,35351902,SOM,ERF055
AT5G51810,AT3G18520,GRN_activates,1,36497048,GA20OX2,HDA15
AT5G67030,AT3G18520,GRN_represses,1,36497048,ZEP,HDA15
AT5G62470,AT4G34520,GRN_regulates,1,28270825,MYB96,FAE1
AT5G61420,AT5G23010,GRN_regulates,1,28906468,MYB28,MAM1
AT5G20730,AT5G13630,GRN_represses,1,37152161,NPH4,CHLH
AT1G04240,AT5G13630,GRN_activates,1,37152161,SHY2,CHLH
AT3G23050,AT5G13630,GRN_activates,1,37152161,IAA7,CHLH
AT2G21045,AT2G14610,GRN_regulates,1,30239885,HAC1,PR1
AT2G21045,AT3G57260,GRN_regulates,1,30239885,HAC1,BGL2
AT3G52430,AT5G13320,GRN_activates,1,35379074,PAD4,PBS3
AT2G45660,AT3G55560,GRN_represses,1,35642455,SOC1,AHL15
AT4G24540,AT2G33810,GRN_activates,1,31665396,AGL24,SPL3
AT1G77690,AT1G70940,GRN_activates,1,24150423,LAX3,PIN3
AT1G70940,AT1G77690,GRN_activates,1,24150423,PIN3,LAX3
AT5G27420,AT2G20570,GRN_regulates,1,25706562,ATL31,GPRI1
AT1G71030,AT2G20570,GRN_represses,1,34049482,ATMYBL2,GPRI1
AT2G20570,AT1G71030,GRN_regulates,1,34049482,GPRI1,ATMYBL2
AT2G20570,AT5G42800,GRN_activates,1,34049482,GPRI1,DFRA
AT2G20570,AT3G51240,GRN_activates,1,34049482,GPRI1,F3H
AT2G20570,AT4G22880,GRN_activates,1,34049482,GPRI1,LDOX
AT2G20570,AT4G09820,GRN_activates,1,34049482,GPRI1,TT8
AT1G71030,AT3G51240,GRN_represses,1,34049482,ATMYBL2,F3H
AT4G19170,AT5G17230,GRN_regulates,1,27811075,CCD4,PSY
AT1G30330,AT4G37900,GRN_activates,1,25653657,ARF6,GRDP2
AT5G37020,AT4G37900,GRN_activates,1,25653657,ARF8,GRDP2
AT5G10240,AT1G77300,GRN_activates,1,25928034,ASN3,EFS
AT2G20570,AT3G26900,GRN_represses,1,29515603,GPRI1,SKL1
AT5G44190,AT3G26900,GRN_represses,1,29515603,GLK2,SKL1
AT3G26740,AT3G26900,GRN_represses,1,29515603,CCL,SKL1
AT5G64330,AT3G26900,GRN_represses,1,29515603,RPT3,SKL1
AT4G03320,AT3G26900,GRN_activates,1,29515603,TIC20-IV,SKL1
AT1G02205,AT3G26900,GRN_represses,1,29515603,CER1,SKL1
AT4G30290,AT3G26900,GRN_represses,1,29515603,XTH19,SKL1
AT1G65310,AT3G26900,GRN_represses,1,29515603,ATXTH17,SKL1
AT1G02850,AT3G26900,GRN_activates,1,29515603,BGLU11,SKL1
AT3G27690,AT3G26900,GRN_represses,1,29515603,LHCB2.4,SKL1
AT2G05100,AT3G26900,GRN_represses,1,29515603,LHCB2.1,SKL1
AT2G05070,AT3G26900,GRN_represses,1,29515603,LHCB2.2,SKL1
AT4G14690,AT3G26900,GRN_activates,1,29515603,ELIP2,SKL1
AT4G19170,AT3G26900,GRN_represses,1,29515603,CCD4,SKL1
AT4G32280,AT3G26900,GRN_represses,1,29515603,IAA29,SKL1
AT3G15540,AT3G26900,GRN_represses,1,29515603,IAA19,SKL1
AT5G18000,AT4G09960,GRN_regulates,1,22031826,VDD,STK
AT3G51800,AT4G18780,GRN_regulates,1,26740571,ATG2,CESA8
AT3G51800,AT5G04200,GRN_represses,1,26740571,ATG2,AMC9
AT5G05690,AT5G52640,GRN_represses,1,36359737,CYP90A1,HSP90-1
AT5G57560,AT5G52640,GRN_represses,1,36359737,XTH22,HSP90-1
AT5G47670,AT4G28520,GRN_activates,1,35991420,NFYB6,CRC
AT3G08500,AT5G54690,GRN_regulates,1,25120548,MYB83,GAUT12
AT5G60910,AT5G07280,GRN_activates,1,22336428,AGL8,EMS1
AT1G53160,AT2G45660,GRN_activates,1,35596144,SPL4,SOC1
AT5G61420,AT2G33810,GRN_represses,1,33371265,MYB28,SPL3
